---> input
0.2,-0.005163434923362955,0.0061633990101310964,4.636832608253403,7,1,2,4
0.85,-0.00689604124151336,-0.007822293980720794,2.5354921918623305,8,3,1,4
0.7,-0.007845620191025322,0.007441313031374581,1.7224109644562695,9,5,0,4
0.25,0.0017279967610470813,-0.006766728477666398,2.210906130385184,9,3,0,6
0.1,-0.002999496489306047,0.0061398763778063945,1.680143598593034,10,4,0,6
0.3,-0.007097089433551338,0.002373456462624005,2.847566338261064,9,5,0,4
0.7,0.004407712899062975,-0.0042265698108548255,1.6309737305334748,8,4,0,4
0.1,-0.0022654927351865696,0.007456580546926894,2.303037796245314,8,3,2,3
0.55,-0.0037324975609597582,0.0019674732186560516,1.6053286931716584,7,2,2,3
0.75,-0.0072889772184379035,0.0034156941269608936,1.9547206904743128,6,2,2,2
0.6,-0.0033780167163560645,0.007195644738138899,2.044371226703749,9,3,1,5
0.2,-0.004137490240375797,0.00765391499114957,3.3471373897171794,11,4,1,6
0.1,-0.004897583385173302,0.0012364853107263791,2.026780828416093,9,2,0,7
0.25,0.0037640440741533838,-0.008172476096860533,2.5327720195761114,10,3,0,7
0.6,-0.0028125811190048964,0.007284984113995378,2.030420107089449,9,2,0,7
0.25,0.0031603667210116132,-0.00861629832897163,1.999441656267236,12,1,1,10
0.25,0.00313158380795898,-0.006490102992762911,1.6887760229673021,9,1,1,7
0.55,-0.0030315026867047726,0.006089313002592355,2.280867530506837,14,2,1,11
0.45,-0.004692848958075797,-0.002205270653887203,4.265717579976375,10,2,1,7
0.0,-0.007920270518392112,0.0077143205861623515,4.353505270671431,11,4,1,6
0.3,-0.007335309446162097,0.006701235593522104,2.9252219514881688,11,3,0,8
0.0,-0.005682821742642555,0.008291134345843616,2.63278429670415,14,5,1,8
0.2,-0.005441759655418714,0.006908401757866704,2.604832576765386,9,1,1,7
0.65,-0.003081044643765794,0.007742968217359995,1.8783418758203299,9,1,2,6
0.6,-0.0023287763874017685,0.006128228833765576,2.134842384763286,11,1,2,8
0.25,0.008555902453078884,0.008254759198988588,1.9337847865709086,10,0,1,9
0.6,-0.003646990807559289,-0.008652366908645858,1.8633162977235844,6,0,0,6
0.25,0.002249329281419588,-0.005430042445106649,1.7828738777997368,10,1,0,9
0.35,-0.0033325093204225093,-0.0012796556209882036,2.118335289779811,9,1,0,8
0.25,-0.0027263764859029355,0.007321626027052366,2.4861015075480895,13,1,1,11
0.25,0.0031195000466709,-0.0003267679327418171,4.729641625339075,14,2,2,10
0.1,-0.003640514923270852,0.007018608953292398,4.402815266003677,13,2,1,10
0.0,-0.006094481993957226,0.006331315016975414,6.562102748281174,12,3,2,7
0.3,-0.005693573520945574,0.00631067546010049,4.826651170149812,8,2,1,5
0.2,-0.005094537128814746,0.006838643258148232,7.826868692980951,12,4,1,7
0.1,-0.004048967137576794,0.004822519858018889,6.266607950098943,9,4,0,5
0.15,-0.002754491091125718,-0.0010324841816602974,3.6018705453881266,12,5,0,7
0.1,-0.003438072959868573,-9.330189601509093e-05,2.6331278308909933,14,5,0,9
0.15,-0.004582966804647715,0.007568313038565502,4.0385368826455394,13,5,0,8
0.7,-0.004889966712660006,0.0046656268456618105,2.126916024465805,11,3,0,8
0.9,-0.0036074882849553907,0.006605279297524825,5.653752338626603,9,3,3,3
0.8,-0.006340332904113434,0.008116155286400485,2.8672590082025233,11,2,5,4
0.55,-0.005607909168751365,0.0012608537961849157,1.8772903264558216,9,0,4,5
0.55,-0.007301559468314693,-0.008103884138301298,2.1913689323696954,9,1,4,4
0.2,-0.003003935192600281,-0.0010942157214960519,1.8387334770130457,7,1,2,4
0.7,-0.0036054676910125105,0.006865514764686232,1.916703381289292,8,3,2,3
0.15,-0.0013087131267893127,0.005657475798746189,2.1824142545635974,12,3,4,5
0.95,0.0037185137905655875,0.003915409538063355,3.8991289898732977,11,3,4,4
0.55,-0.004053376112559346,0.005693785315210864,4.650760364761141,11,3,5,3
0.45,-0.00255808558645252,-0.0025598738088377965,5.50669790861977,11,2,3,6
0.3,-0.0022952786705691215,-0.0027711878463843455,2.764786218059719,9,2,1,6
0.7,-0.0025000577028620897,-0.002604929080873622,2.6168351482692342,9,3,1,5
0.85,-0.002987979127942838,-0.00203495476306464,5.969176633575796,10,4,1,5
0.0,-0.0029247858813336346,-0.0022190421864949645,7.023652829351346,11,4,0,7
0.0,-0.002578917721945554,-0.002347696865169383,5.741084058524238,13,4,0,9
0.3,-0.002900366860098042,-0.002578193287597739,5.534676018720485,13,4,0,9
0.15,-0.0026950893378765773,-0.0021916191023856916,5.7588951677167035,12,3,1,8
0.45,-0.0029750185827447056,-0.0014853943966456386,7.993645117647917,11,3,1,7
0.25,-0.0028082672404030223,-0.002146513289883312,6.313216866751363,11,3,1,7
0.3,-0.0032596572586067883,-0.0021780512820637,2.6612144142404417,13,3,2,8
0.75,-0.00236259775789733,-0.0017712207656528462,5.3573269517685915,14,2,1,11
0.45,-0.004113224224636102,-0.00022433211206663415,5.498025858428389,10,1,2,7
0.25,0.005747694176043947,-0.001117295609485282,2.3907636080936534,12,2,3,7
0.45,-0.002911073534593049,0.007460297716319889,2.7201619878348766,9,1,2,6
0.75,-0.00532218462657715,0.008246768029196059,2.1875253200379015,11,2,2,7
0.3,-0.0027797003645199905,0.00769687649872851,2.019002402453301,10,2,2,6
0.75,-0.005443033898847644,0.007226987160218284,2.2105028329375322,13,3,4,6
0.8,-0.004364658434206313,-0.00021023333967576803,1.6952818731532524,8,1,3,4
0.1,-0.004203085040742422,0.005400172308524246,2.432588331229227,10,1,3,6
0.35,-0.0028003855467946407,-0.0013674434060027062,2.1560720133686275,10,1,2,7
0.25,-0.0041090551565446795,8.196313982236788e-05,1.7122229165717215,10,1,0,9
0.0,-0.004577252176342166,0.007189823791071613,3.0001079117154728,12,2,2,8
0.45,-0.0030704931050150376,-0.001712728523907558,2.6433873396165932,9,2,1,6
0.5,-0.0035823524387335534,0.00031971128804074417,4.834572092428892,11,2,3,6
0.95,-0.0035528384665710253,0.006240541568194482,3.187957272718666,12,2,3,7
0.6,-0.0035075573658218204,0.002501951182231977,2.3036787727437935,8,2,2,4
0.75,-0.007572733188334253,0.006172058560492107,2.47361348017923,9,0,3,6
0.95,-0.003505057592431237,0.0063258540197479105,2.9620107552400223,9,0,3,6
0.8,-0.00729452088451559,0.007184072825131679,2.218415257390693,10,0,3,7
0.2,-0.005141254660355691,0.006401403415377818,2.0933791126549086,7,1,3,3
0.75,-0.0062468892970037725,0.0060355373387780634,2.1025787022620612,8,2,1,5
0.25,-0.00218474600324159,-0.002510045685910482,1.60765888737019,6,2,1,3
0.1,-0.0045672706834438545,0.007083339737862523,1.7163962538301178,8,2,2,4
0.85,-0.006846441844079976,0.004587431896163605,1.9135481330879625,8,2,2,4
0.65,-0.0056153032164512,0.008309739582718254,1.7746196285415845,8,1,1,6
0.45,-0.004213207959450865,0.008139762560816083,2.3255779091308195,7,1,1,5
0.0,-0.004687845781042979,0.00831374696558507,2.5068693121322903,11,2,2,7
0.65,-0.002960778997541763,-0.001795934716483002,1.8424993286269187,8,3,1,4
0.1,-0.002658225292018329,-0.002523526121380066,1.8176901320469894,11,4,1,6
0.1,-0.002747390899866939,-0.0025940467487753035,4.076964776663163,11,3,1,7
0.35,-0.002766487087920418,-0.0025942606125809904,3.28639679233493,10,3,2,5
0.1,-0.002606203196510052,-0.0022476962999208234,2.0140812781642174,12,3,2,7
0.25,-0.002673396400320535,-0.0024295538182335635,1.9350933216186295,11,3,1,7
0.35,-0.003675968696183392,-0.0017888766842617846,4.523869050926029,11,2,3,6
0.65,-0.003199734280196842,-0.0014322168898359478,2.604312789490932,13,2,3,8
0.0,-0.0034498494733800605,-0.0009929691744180052,2.027973485979033,11,1,2,8
0.35,-0.00418025253181094,-0.002579741369252664,2.00255365925309,9,1,2,6
0.95,-0.0053242798203089374,6.838084669742759e-05,2.9721241234703224,7,1,2,4
0.25,0.003954492856078087,-0.007876901822692845,2.2203994498291886,8,1,2,5
0.7,-0.005546172911419385,0.008070440913958069,1.7004589600602706,9,1,3,5
0.75,-0.0039837252630781925,-0.005377572622543455,2.2551665990744394,9,1,3,5
---> binding residues
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
1
0
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
---> catalytic residues
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
